source_protein_id	source_header	sequence_length	sequence_sha256	header_fgsg_id	legacy_protein_accession	legacy_seq_match_count	fgsg_candidate_count	unified_candidate_count	resolved_canonical_gene_id	bridge_status	bridge_method	mapping_confidence
XP_011326388.1	XP_011326388.1 hypothetical protein FGSG_06743 [Fusarium graminearum PH-1]	1363	522bcff4bf8612222a4e067e6b6381bba67f07b18ff379d178e2e52f44460f46	FGSG_06743	I1RRL4	1	1	1	fgraminearum::FGRAMPH1_01G23067	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326389.1	XP_011326389.1 hypothetical protein FGSG_06744 [Fusarium graminearum PH-1]	344	260aa57e87e14c84b40f5469d3be8d5ee1b3488b50913950a9b76989f2269f54	FGSG_06744	I1RRL5	1	1	1	fgraminearum::FGRAMPH1_01G23069	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326390.1	XP_011326390.1 hypothetical protein FGSG_06745 [Fusarium graminearum PH-1]	285	3e0e87485cfc04ab640c7d42946cba398829cc1cac87c0637894e0489ae7279a	FGSG_06745		0	1	1	fgraminearum::FGRAMPH1_01G23071	resolved	unified_plus_fgsg_support	
XP_011326391.1	XP_011326391.1 pre-mRNA-splicing factor ini1 [Fusarium graminearum PH-1]	110	c3c2804b1cf39fb7750af0c5bf61f0861fb3d76fad2d7b0df5561e4a3909ce54			0	0	0		unresolved	no_sequence_or_fgsg_bridge	unresolved
XP_011326392.1	XP_011326392.1 hypothetical protein FGSG_06748 [Fusarium graminearum PH-1]	650	f29df1d9e2c25656a94c59d1e4f6ae5d1799dde252da1cfaa7574fa01cf032e4	FGSG_06748		0	1	1	fgraminearum::FGRAMPH1_01G23077	resolved	unified_plus_fgsg_support	
XP_011326393.1	XP_011326393.1 hypothetical protein FGSG_06749 [Fusarium graminearum PH-1]	429	3e3ca18f19b52c7851ec10ce9b61ee4c176e0c1587a31d1898287a53b32b37b3	FGSG_06749	I1RRL9	1	1	1	fgraminearum::FGRAMPH1_01G23079	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326394.1	XP_011326394.1 hypothetical protein FGSG_06750 [Fusarium graminearum PH-1]	741	13cec74b97a159e092b1c9be0a1b6479283a49af8559903b0a65696a7f99ada1	FGSG_06750		0	1	1	fgraminearum::FGRAMPH1_01G23081	resolved	unified_plus_fgsg_support	
XP_011326395.1	XP_011326395.1 4-aminobutyrate aminotransferase [Fusarium graminearum PH-1]	459	bb039f502b8745b0901a5451248627d3597f5dc1e44b6e0c74094d5513dd51b3		I1RRM1	1	0	1	fgraminearum::FGRAMPH1_01G23085	resolved	exact_sequence_plus_unified_support	
XP_011326396.1	XP_011326396.1 succinate-semialdehyde dehydrogenase [Fusarium graminearum PH-1]	490	99e512e90240437623608f508314766ff8e4148568bb0ed5afcf4efb479563a8		V6RF62	1	0	1	fgraminearum::FGRAMPH1_01G23087	resolved	exact_sequence_plus_unified_support	
XP_011326397.1	XP_011326397.1 hypothetical protein FGSG_12982 [Fusarium graminearum PH-1]	125	a7b8eb6fe57faeb2283773b7443ddda0e04232f321264eb0f46d8c9013270b0d	FGSG_12982	I1S807	1	1	1	fgraminearum::FGRAMPH1_01G23093	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326398.1	XP_011326398.1 hypothetical protein FGSG_12983 [Fusarium graminearum PH-1]	146	1e3eb78a914fcb20e58b5cb6a66e09c1d02e5753f5751dcdd9a6f1b185a83f22	FGSG_12983	I1S808	1	1	1	fgraminearum::FGRAMPH1_01G23097	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326399.1	XP_011326399.1 hypothetical protein FGSG_12984 [Fusarium graminearum PH-1]	148	c57d4ad0735ce1b700095ac2c4c00fe863db86665387b4685642b9683c14db7d	FGSG_12984	I1S809	1	1	1	fgraminearum::FGRAMPH1_01G23099	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326400.1	XP_011326400.1 hypothetical protein FGSG_12985 [Fusarium graminearum PH-1]	1897	50289b26367d5aa2ebe4c979d541a07ef10f33b7282979dad0a1a1fb57114791	FGSG_12985		0	1	1	fgraminearum::FGRAMPH1_01G23101	resolved	unified_plus_fgsg_support	
XP_011326401.1	XP_011326401.1 chromosome segregation protein sudA [Fusarium graminearum PH-1]	1202	d914e97a79199666f301ab3a7f1461ad9a1891b7b8a43b817305d0c935aaac82			0	0	1	fgraminearum::FGRAMPH1_01G23103	resolved	ncbi_protein_id_via_unified_map	
XP_011326402.1	XP_011326402.1 hypothetical protein FGSG_06755 [Fusarium graminearum PH-1]	342	d5d5c984a710f1077898625c87cf1add04c567c02c4f8b8374360835d02ef923	FGSG_06755	I1RRM3	1	1	1	fgraminearum::FGRAMPH1_01G23105	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326403.1	XP_011326403.1 hypothetical protein FGSG_06756 [Fusarium graminearum PH-1]	635	1662771c39d815f22f0e28e2b68d3025068cc201ba65374eba94588d75a54b88	FGSG_06756		0	1	1	fgraminearum::FGRAMPH1_01G23107	resolved	unified_plus_fgsg_support	
XP_011326404.1	XP_011326404.1 hypothetical protein FGSG_06757 [Fusarium graminearum PH-1]	92	170ea4226c66073698f14d882545f21d22f4c57b3feee51e5bbc733e5970dfa4	FGSG_06757	I1RRM5	1	1	1	fgraminearum::FGRAMPH1_01G23109	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326405.1	XP_011326405.1 hypothetical protein FGSG_06758 [Fusarium graminearum PH-1]	421	3273443cfb146c7415a477120bcc1b458551bb8de2c40d1d1d04facd42829d17	FGSG_06758	I1RRM6	1	1	1	fgraminearum::FGRAMPH1_01G23111	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326406.1	XP_011326406.1 sporulation protein RMD1 [Fusarium graminearum PH-1]	526	18e35c714203a4ca6edcde715630ac83ccff9196b1e8c929c7acb3eccb90b144		I1RRM7	1	0	1	fgraminearum::FGRAMPH1_01G23113	resolved	exact_sequence_plus_unified_support	
XP_011326407.1	XP_011326407.1 hypothetical protein FGSG_06760 [Fusarium graminearum PH-1]	284	4c592ac1856fca2ac59e314ffcacdc6f8b7e7c31d521dbfc347036fb3bd43d94	FGSG_06760	I1RRM8	1	1	1	fgraminearum::FGRAMPH1_01G23115	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326408.1	XP_011326408.1 T-complex protein 1 subunit theta [Fusarium graminearum PH-1]	547	0684ad33e33b0a0860d7c56734f05bd83bcbcc2f667116130b82a69e38fb7f3f		I1RRM9	1	0	1	fgraminearum::FGRAMPH1_01G23117	resolved	exact_sequence_plus_unified_support	
XP_011326409.1	XP_011326409.1 hypothetical protein FGSG_06762 [Fusarium graminearum PH-1]	1158	e0c65001a0ff1efa1fb140c70cf8c1d331f77a1b66564b503eacb806405688cb	FGSG_06762	I1RRN0	1	1	1	fgraminearum::FGRAMPH1_01G23119	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326410.1	XP_011326410.1 hypothetical protein FGSG_12986 [Fusarium graminearum PH-1]	352	dadd64642bba3b674f3343db995dd13f55be18ec2a0bf6e7f75a1e0f61a4654f	FGSG_12986		0	1	1	fgraminearum::FGRAMPH1_01G23121	resolved	unified_plus_fgsg_support	
XP_011326411.1	XP_011326411.1 hypothetical protein FGSG_12987 [Fusarium graminearum PH-1]	156	f905f2e5759cc5158970555a0973334a76a4160b85e0b3f2667426f28a65fa33	FGSG_12987	I1S812	1	1	1	fgraminearum::FGRAMPH1_01G23123	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326412.1	XP_011326412.1 hypothetical protein FGSG_06763 [Fusarium graminearum PH-1]	272	ac46eaa20ef3100437e60698cbad61bd1d7f3edbac64e819c35726f3283dc586	FGSG_06763	I1RRN1	1	1	1	fgraminearum::FGRAMPH1_01G23127	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326413.1	XP_011326413.1 hypothetical protein FGSG_06764 [Fusarium graminearum PH-1]	368	7fefe16c53d2a5ea14f1f3239a4848e8f65105f0b6dd85ec5bc11c055ae8163e	FGSG_06764	I1RRN2	1	1	1	fgraminearum::FGRAMPH1_01G23129	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326414.1	XP_011326414.1 hypothetical protein FGSG_06765 [Fusarium graminearum PH-1]	609	63baaf12a6077e933bca1a3bf734845532cdd91b607fa40d4b405d54800ecc89	FGSG_06765		0	1	1	fgraminearum::FGRAMPH1_01G23131	resolved	unified_plus_fgsg_support	
XP_011326415.1	XP_011326415.1 hypothetical protein FGSG_06766 [Fusarium graminearum PH-1]	459	fce0d971b1b051b06a9c77a0039ed843972b6ccffd549ac3b7dd4a055a4259c4	FGSG_06766	I1RRN4	1	1	1	fgraminearum::FGRAMPH1_01G23135	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326416.1	XP_011326416.1 hypothetical protein FGSG_06767 [Fusarium graminearum PH-1]	381	3e0528818950cdd95ee33f1cc3f03e33f3dfe0c8881f4332af41f3cf177b3637	FGSG_06767	I1RRN5	1	1	1	fgraminearum::FGRAMPH1_01G23137	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326417.1	XP_011326417.1 hypothetical protein FGSG_06768 [Fusarium graminearum PH-1]	589	1d30f2858986b6516f7be807e786afc57c691840a4b8df6fcad6c85176c9daa3	FGSG_06768	I1RRN6	1	1	1	fgraminearum::FGRAMPH1_01G23139	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326418.1	XP_011326418.1 ubiquitin-protein ligase BRE1 [Fusarium graminearum PH-1]	703	6ab158cae72ed2b02a2327125952bb15c7f0e34de47923a4f056633619897de4		Q4I7N9	1	0	1	fgraminearum::FGRAMPH1_01G23141	resolved	ncbi_protein_id_via_unified_map	
XP_011326419.1	XP_011326419.1 hypothetical protein FGSG_06770 [Fusarium graminearum PH-1]	319	c4a878e93356ad295256926ff452df5fc5cf14d9e92a1c0f3cd594e3e49de30c	FGSG_06770		0	1	1	fgraminearum::FGRAMPH1_01G23143	resolved	unified_plus_fgsg_support	
XP_011326420.1	XP_011326420.1 multidrug resistance protein 1 [Fusarium graminearum PH-1]	1347	f4b071811e4a8f803bf999999242507b1025002b4c33e9d6ac64c8206345b72a		I1RRN8	1	0	1	fgraminearum::FGRAMPH1_01G23145	resolved	exact_sequence_plus_unified_support	
XP_011326421.1	XP_011326421.1 hypothetical protein FGSG_06772 [Fusarium graminearum PH-1]	359	8cf2f08a3a16f87c0ec4ba83d9a7ba509bdad1ea6132d9ed6f0e5671a4236f4a	FGSG_06772	I1RRN9	1	1	1	fgraminearum::FGRAMPH1_01G23147	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326422.1	XP_011326422.1 hypothetical protein FGSG_06773 [Fusarium graminearum PH-1]	121	978d7adbdfa7cc466da562023554a75a2e112246669e7e15294cb148cbc788d1	FGSG_06773		0	1	0	fgraminearum::FGRAMPH1_01G23149	resolved	fgsg_header_repo_local_mapping	inferred
XP_011326423.1	XP_011326423.1 hypothetical protein FGSG_12988 [Fusarium graminearum PH-1]	153	be25d4b0a63c41287314e2d4b331de18b86f8172a5bdb405f36a4f9b5f765c2f	FGSG_12988	I1S813	1	1	1	fgraminearum::FGRAMPH1_01G23151	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326424.1	XP_011326424.1 hypothetical protein FGSG_06774 [Fusarium graminearum PH-1]	452	2b3da609c08b9ecb25b60e17f61629e99ac4632d0e72b282845c21e8bf23d450	FGSG_06774		0	1	1	fgraminearum::FGRAMPH1_01G23153	resolved	unified_plus_fgsg_support	
XP_011326425.1	XP_011326425.1 hypothetical protein FGSG_06775 [Fusarium graminearum PH-1]	525	01f037d86edd7601404ca72c609dee60e85b5905c69073e2edfe8001ec8d0c54	FGSG_06775	I1RRP2	1	1	1	fgraminearum::FGRAMPH1_01G23157	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326426.1	XP_011326426.1 hypothetical protein FGSG_06776 [Fusarium graminearum PH-1]	578	98f376c251258c0eb360ec310765d8d87455ba2892984a8c130fe935d9eb3190	FGSG_06776	I1RRP3	1	1	1	fgraminearum::FGRAMPH1_01G23159	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326427.1	XP_011326427.1 DNA replication licensing factor mcm5 [Fusarium graminearum PH-1]	721	2fd54c9b3cae43e6ea3dbd67dde67676d04b26fff17b9222c7f4b51cee48db1a		V6RLW4	1	0	1	fgraminearum::FGRAMPH1_01G23161	resolved	exact_sequence_plus_unified_support	
XP_011326428.1	XP_011326428.1 hypothetical protein FGSG_06778 [Fusarium graminearum PH-1]	1068	61f150f801ee5c5cac8e069340e0af34b2348a26eb741a6439fa11155ea645d1	FGSG_06778		0	1	1	fgraminearum::FGRAMPH1_01G23163	resolved	unified_plus_fgsg_support	
XP_011326429.1	XP_011326429.1 hypothetical protein FGSG_06779 [Fusarium graminearum PH-1]	175	a70825c6c1b438ba21b9b154bebf955bfa158da03a8b57fc9ec2d322eaf82c24	FGSG_06779		0	1	1	fgraminearum::FGRAMPH1_01G23167	resolved	unified_plus_fgsg_support	
XP_011326430.1	XP_011326430.1 hypothetical protein FGSG_06780 [Fusarium graminearum PH-1]	198	a3bb21fd3c43167584861e2836864c94a8c4a68e0596f12462549e79073e1130	FGSG_06780	I1RRP6	1	1	1	fgraminearum::FGRAMPH1_01G23171	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326431.1	XP_011326431.1 hypothetical protein FGSG_06781 [Fusarium graminearum PH-1]	666	c8ef2760de51eefced5d40706e6475a3696cc4d64c7b2650e116766d26b454c7	FGSG_06781	I1RRP7	1	1	1	fgraminearum::FGRAMPH1_01G23173	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326432.1	XP_011326432.1 hypothetical protein FGSG_06782 [Fusarium graminearum PH-1]	115	25b9c9faf0d2e56f557eec62ca7ad71c843c6d7f6306fe7ac0ec58c91790594f	FGSG_06782	I1RRP8	1	1	1	fgraminearum::FGRAMPH1_01G23175	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326433.1	XP_011326433.1 hypothetical protein FGSG_06783 [Fusarium graminearum PH-1]	124	1ad6c0f5c9f75348fa6092df985ef7e8c1b9d9353aedc7d643f7f1aee990fb96	FGSG_06783	I1RRP9	1	1	1	fgraminearum::FGRAMPH1_01G23177	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326434.1	XP_011326434.1 farnesyl pyrophosphate synthetase [Fusarium graminearum PH-1]	347	7603dfac337d2dab55e16620c1c0daa493806de06db7fd662d56d9698a32c50e		V6RG22	1	0	1	fgraminearum::FGRAMPH1_01G23179	resolved	exact_sequence_plus_unified_support	
XP_011326435.1	XP_011326435.1 hypothetical protein FGSG_06785 [Fusarium graminearum PH-1]	1073	3e997804c18125f340962f6ce1c7a6a65fb873db3f4ea6193ef1ec11b1fdc0a9	FGSG_06785	I1RRQ0	1	1	1	fgraminearum::FGRAMPH1_01G23181	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326436.1	XP_011326436.1 hypothetical protein FGSG_06786 [Fusarium graminearum PH-1]	319	c8789cb0c57ecf946e000be368bb29420426a594e1915ec9f1a68a841bb0daf4	FGSG_06786	I1RRQ1	1	1	1	fgraminearum::FGRAMPH1_01G23183	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326437.1	XP_011326437.1 LOW QUALITY PROTEIN: hypothetical protein FGSG_12989 [Fusarium graminearum PH-1]	234	e995aa9a8dcfe01bfe96ea743d41ade299a50917fd82d1752d68a5ad17496976	FGSG_12989		0	1	0	fgraminearum::FGRAMPH1_01G23185	resolved	fgsg_header_repo_local_mapping	inferred
XP_011326438.1	XP_011326438.1 hypothetical protein FGSG_06787 [Fusarium graminearum PH-1]	523	67d466d89754eae3a0bec40a2de774373a2f4cee44e164543454a26ee6d6cecc	FGSG_06787	I1RRQ2	1	1	1	fgraminearum::FGRAMPH1_01G23189	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326439.1	XP_011326439.1 hypothetical protein FGSG_06788 [Fusarium graminearum PH-1]	907	650b89958c8dfce7ef5882f65376377355ffdc72bb628c9575255dd8d48da71e	FGSG_06788	I1RRQ3	1	1	1	fgraminearum::FGRAMPH1_01G23191	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326440.1	XP_011326440.1 hypothetical protein FGSG_06789 [Fusarium graminearum PH-1]	534	ceda32fcf8cdb30dd4437e62b2fe7fd7c48b2d61b04bc169a48e53f55f660217	FGSG_06789	I1RRQ4	1	1	1	fgraminearum::FGRAMPH1_01G23193	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326441.1	XP_011326441.1 hypothetical protein FGSG_06790 [Fusarium graminearum PH-1]	445	3f2c744e42430ce45a0f92cdb89e12d102aaa593aa6d047d71c0622a95d20fa7	FGSG_06790		0	1	1	fgraminearum::FGRAMPH1_01G23195	resolved	unified_plus_fgsg_support	
XP_011326442.1	XP_011326442.1 hypothetical protein FGSG_06791 [Fusarium graminearum PH-1]	194	85d241051e67f46d9d6bac67ce4f4766495e307c398ac903dd646bf5e867b893	FGSG_06791	I1RRQ6	1	1	1	fgraminearum::FGRAMPH1_01G23199	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326443.1	XP_011326443.1 hypothetical protein FGSG_06792 [Fusarium graminearum PH-1]	423	a807237c38dbb0c5f8faf8784a84d4bfe2285adce59cfbaa3037799b4587e758	FGSG_06792	I1RRQ7	1	1	1	fgraminearum::FGRAMPH1_01G23197	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326444.1	XP_011326444.1 hypothetical protein FGSG_06793 [Fusarium graminearum PH-1]	770	5ce213bae712975fc0ae4482093f56e77b4f84f7d501aa3b2e34a590f898cb15	FGSG_06793		0	1	1	fgraminearum::FGRAMPH1_01G23201	resolved	unified_plus_fgsg_support	
XP_011326445.1	XP_011326445.1 hypothetical protein FGSG_06794 [Fusarium graminearum PH-1]	501	d9e6d1716f83928880dad3713244a7db97ee4ac2af5736e104ff43b83af7dcb5	FGSG_06794	I1RRQ9	1	1	1	fgraminearum::FGRAMPH1_01G23203	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326446.1	XP_011326446.1 hypothetical protein FGSG_06795 [Fusarium graminearum PH-1]	67	f72a34df59434c34574177e09de60c8483bfa5fc5d2aa8b4ef0581564226923f	FGSG_06795		0	1	1	fgraminearum::FGRAMPH1_01G23205	resolved	unified_plus_fgsg_support	
XP_011326447.1	XP_011326447.1 hypothetical protein FGSG_06796 [Fusarium graminearum PH-1]	216	8742086410a30bb025c116daff2fc8a6a29e360990f17fc99e95180b83b9a71b	FGSG_06796		0	1	1	fgraminearum::FGRAMPH1_01G23207	resolved	unified_plus_fgsg_support	
XP_011326448.1	XP_011326448.1 hypothetical protein FGSG_12990 [Fusarium graminearum PH-1]	133	48bb842d7be93000590dc27c30fe903f6ce2b884e4f7f2805192b6c1a1027832	FGSG_12990	I1S815	1	1	1	fgraminearum::FGRAMPH1_01G23209	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326449.1	XP_011326449.1 hypothetical protein FGSG_06797 [Fusarium graminearum PH-1]	729	a0bb2c63e43257ea7219c0fa24b65252cab06f9654a5924e4053aca72956a354	FGSG_06797	I1RRR2	1	1	1	fgraminearum::FGRAMPH1_01G23211	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326450.1	XP_011326450.1 histone acetyltransferase type B subunit 2 [Fusarium graminearum PH-1]	433	d8d2f57e447f946fe628e19879fdbd6b8a9dcb803ccfd7442f4d0ed67c839336			0	0	1	fgraminearum::FGRAMPH1_01G23213	resolved	ncbi_protein_id_via_unified_map	
XP_011326451.1	XP_011326451.1 hypothetical protein FGSG_06799 [Fusarium graminearum PH-1]	1405	19f4c59103291a9d34cbcc717332222db2ee443882f7136d1e9279c551388557	FGSG_06799		0	1	1	fgraminearum::FGRAMPH1_01G23215	resolved	unified_plus_fgsg_support	
XP_011326452.1	XP_011326452.1 hypothetical protein FGSG_06800 [Fusarium graminearum PH-1]	223	112865f64967278891f25309cdfcdd32c1c75e8518a012c2b51f25f749953090	FGSG_06800	I1RRR5	1	1	1	fgraminearum::FGRAMPH1_01G23217	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326453.1	XP_011326453.1 hypothetical protein FGSG_06801 [Fusarium graminearum PH-1]	1067	7feaf4d1796a6501babbc41bb4acfe6b430f51794effd04bf73d700e9f80862e	FGSG_06801	I1RRR6	1	1	1	fgraminearum::FGRAMPH1_01G23219	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326454.1	XP_011326454.1 hypothetical protein FGSG_06802 [Fusarium graminearum PH-1]	587	f844d9385f8fa76152ed52679a2ed4f17762f3a929afdef4172be78c712c765c	FGSG_06802	I1RRR7	1	1	1	fgraminearum::FGRAMPH1_01G23221	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326455.1	XP_011326455.1 hypothetical protein FGSG_06803 [Fusarium graminearum PH-1]	204	abd72f9274ce095ecc7ff91493d1a7750bbaab6cc8aac317e0031a87fdde76ca	FGSG_06803		0	0	0		unresolved	header_fgsg_not_mapped_to_canonical	unresolved
XP_011326456.1	XP_011326456.1 ATP-dependent RNA helicase DED1 [Fusarium graminearum PH-1]	675	862c7be6f3a16a830ab6976bee2e23d16f160a3194e10a7cccc6a106c5fe2583		Q4I7K4	1	0	1	fgraminearum::FGRAMPH1_01G23225	resolved	ncbi_protein_id_via_unified_map	
XP_011326457.1	XP_011326457.1 hypothetical protein FGSG_06805 [Fusarium graminearum PH-1]	560	f56e4f213c0d4dd4980aea7386b18b334f96b933df4955c3701b9dfd62236cd0	FGSG_06805	I1RRR9	1	1	1	fgraminearum::FGRAMPH1_01G23227	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326458.1	XP_011326458.1 hypothetical protein FGSG_06806 [Fusarium graminearum PH-1]	723	a97fcef631b7cd1ec6f7e0953e4b3bc27b77023d5d38f0f7df83c7a5a68c728a	FGSG_06806		0	1	1	fgraminearum::FGRAMPH1_01G23229	resolved	unified_plus_fgsg_support	
XP_011326459.1	XP_011326459.1 hypothetical protein FGSG_06807 [Fusarium graminearum PH-1]	778	a4237c4c75d0703fe9c660635afac2f9c4cb11afd8d146a4d331a40bfc8f5c8c	FGSG_06807	I1RRS1	1	1	1	fgraminearum::FGRAMPH1_01G23231	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326460.1	XP_011326460.1 hypothetical protein FGSG_12991 [Fusarium graminearum PH-1]	322	ee3ba93ee9f5933cd32900622f6cf4da37088248e81a88169c1554fb23ee5508	FGSG_12991		0	1	1	fgraminearum::FGRAMPH1_01G23233	resolved	unified_plus_fgsg_support	
XP_011326461.1	XP_011326461.1 hypothetical protein FGSG_12992 [Fusarium graminearum PH-1]	104	937b3daa1af405869d9450d9a6318ae6c4fdf34790029b326fedc8f0d822d81d	FGSG_12992	I1S817	1	1	1	fgraminearum::FGRAMPH1_01G23235	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326462.1	XP_011326462.1 hypothetical protein FGSG_06809 [Fusarium graminearum PH-1]	732	9548864e3c85350c9e94b9052d08d65d3c0fead48c38a9a5b0192228ca387690	FGSG_06809	I1RRS2	1	1	1	fgraminearum::FGRAMPH1_01G23237	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326463.1	XP_011326463.1 hypothetical protein FGSG_06810 [Fusarium graminearum PH-1]	893	bfd6b7211bdb8f493f6af772c0bfafeda95f33ffe531a43a1e5bb714fc8af10d	FGSG_06810	I1RRS3	1	1	1	fgraminearum::FGRAMPH1_01G23239	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326464.1	XP_011326464.1 hypothetical protein FGSG_06811 [Fusarium graminearum PH-1]	343	7660682a971638c51fcbe8004c6a83066910517d66e17330737cce5dd5550309	FGSG_06811	I1RRS4	1	1	1	fgraminearum::FGRAMPH1_01G23241	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326465.1	XP_011326465.1 hypothetical protein FGSG_06812 [Fusarium graminearum PH-1]	451	cde4d1926b7bfc18b5cc04697efc58105ce8acf59ad79d54dbf234b2fe92c9a1	FGSG_06812		0	1	1	fgraminearum::FGRAMPH1_01G23243	resolved	unified_plus_fgsg_support	
XP_011326466.1	XP_011326466.1 hypothetical protein FGSG_12993 [Fusarium graminearum PH-1]	136	8699c78d1966dea3c37c45d9622437418733c4ab66c6e87af79ad731380b3943	FGSG_12993	I1S818	1	1	1	fgraminearum::FGRAMPH1_01G23245	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326467.1	XP_011326467.1 hypothetical protein FGSG_06813 [Fusarium graminearum PH-1]	319	f2950476e789e22fd89948238cc86483c0fd597dae26768473076f7a28d2ae2e	FGSG_06813	I1RRS6	1	1	1	fgraminearum::FGRAMPH1_01G23249	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326468.1	XP_011326468.1 hypothetical protein FGSG_06814 [Fusarium graminearum PH-1]	1162	1ee5a7150ee022fc6ab8b085c494fd5b5329f88635731d4ae653b9499dc1c19f	FGSG_06814	I1RRS7	1	1	1	fgraminearum::FGRAMPH1_01G23251	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326469.1	XP_011326469.1 hypothetical protein FGSG_06815 [Fusarium graminearum PH-1]	610	e5d1d0834777cad71507cb32f198e4cdac424b365d5f16dd7441027963bd1eac	FGSG_06815		0	1	1	fgraminearum::FGRAMPH1_01G23253	resolved	unified_plus_fgsg_support	
XP_011326470.1	XP_011326470.1 hypothetical protein FGSG_06816 [Fusarium graminearum PH-1]	885	c20bd0637c3ce7ac2b803c9ecacf363b5b741d536f3d807e9422f98f5248b065	FGSG_06816	I1RRS8	1	1	1	fgraminearum::FGRAMPH1_01G23255	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326471.1	XP_011326471.1 hypothetical protein FGSG_06817 [Fusarium graminearum PH-1]	288	a91869e0ea326d3e4451d8b292973a509c4e6e8fc635bdafc35e21c8c93492e5	FGSG_06817		0	1	1	fgraminearum::FGRAMPH1_01G23257	resolved	unified_plus_fgsg_support	
XP_011326472.1	XP_011326472.1 hypothetical protein FGSG_06818 [Fusarium graminearum PH-1]	142	b165140bc5a12aa54ab334bd6145f47337b3d2afdd6d2e32a25522d66bd956ff	FGSG_06818	I1RRT0	1	1	1	fgraminearum::FGRAMPH1_01G23261	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326473.1	XP_011326473.1 hypothetical protein FGSG_06819 [Fusarium graminearum PH-1]	89	30c217062cd0c6ab7e1549bb8fec9ead3c84eb54074562eb152d6419c72c5311	FGSG_06819		0	1	1	fgraminearum::FGRAMPH1_01G23259	resolved	unified_plus_fgsg_support	
XP_011326474.1	XP_011326474.1 hypothetical protein FGSG_06820 [Fusarium graminearum PH-1]	547	f1717cbeefb1ebebd45fdcc6cbb91d7e9cdfc0bd8fe4647c95201286a3a277fc	FGSG_06820	I1RRT1	1	1	1	fgraminearum::FGRAMPH1_01G23263	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326475.1	XP_011326475.1 hypothetical protein FGSG_06821 [Fusarium graminearum PH-1]	475	5af3fb58799c763e55c6aa80a2cbb13c07e3b6b9b957cbb76724e4c8342b621e	FGSG_06821	I1RRT2	1	1	1	fgraminearum::FGRAMPH1_01G23265	resolved	exact_sequence_plus_fgsg_support	exact
XP_011326476.1	XP_011326476.1 glycogen synthase [Fusarium graminearum PH-1]	704	6987090ddd3b777e641c527c1e13c306debcd484d7d021ba632bb68472499894		I1RRT3	1	0	1	fgraminearum::FGRAMPH1_01G23269	resolved	exact_sequence_plus_unified_support	
XP_011326477.1	XP_011326477.1 hypothetical protein FGSG_06823 [Fusarium graminearum PH-1]	816	ff2410bff3946ae9cf832dcbfc27554ddf8e330d4adee99c604e5865a42e53e9	FGSG_06823	I1RRT4	1	1	1	fgraminearum::FGRAMPH1_01G23271	resolved	exact_sequence_plus_fgsg_support	exact
