yeast_support_source	support_type	orthogroup_id	canonical_fusarium_gene_id	bridge_resolved	bridge_method	mapping_confidence	bridge_evidence_path	passes_fusarium_filtering	weak_positive_confidence	occupancy_count	occupancy_fraction	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	copy_status	single_copy_or_near_single_copy	single_copy_orthofinder_listed	orthogroup_member_count_total	ph1_copy_count_from_membership	in_final_positive_set	in_high_confidence_set	in_final_label_set	is_lethal_supported_positive	final_label_class	final_label_bucket	ph1_gene_ids	scer_essential_gene_ids	spom_essential_gene_ids	source_row_count	yeast_gene	yeast_species
both	both	OG0003070	fgraminearum::FGRAMPH1_01G19849	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324891.1	YNL061W	SPBP8B7.20c.1:pep	1	YNL061W	both
spom_only	spom_only	OG0003071	fgraminearum::FGRAMPH1_01G19855	yes	unified_map_preferred_over_legacy_sequence_bridge		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324894.1		SPAC12G12.04.1:pep	1	SPAC12G12.04.1:pep	spom
both	both	OG0003072	fgraminearum::FGRAMPH1_01G19875	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324903.1	YGR048W	SPBC16A3.09c.1:pep	1	YGR048W	both
both	both	OG0003074	fgraminearum::FGRAMPH1_01G19899	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324915.1	YDL195W	SPBC8D2.20c.1:pep	1	YDL195W	both
both	both	OG0003077	fgraminearum::FGRAMPH1_01G19925	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324927.1	YBL050W	SPAC959.02.1:pep	1	YBL050W	both
spom_only	spom_only	OG0003078	fgraminearum::FGRAMPH1_01G19929	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324929.1		SPAC167.03c.1:pep	1	SPAC167.03c.1:pep	spom
scer_only	scer_only	OG0003084	fgraminearum::FGRAMPH1_01G19179	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324578.1	YLR147C		1	YLR147C	scer
both	both	OG0003086	fgraminearum::FGRAMPH1_01G19401	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324687.1	YNL262W	SPBC25H2.13c.1:pep	1	YNL262W	both
spom_only	spom_only	OG0003089	fgraminearum::FGRAMPH1_01G19955	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324941.1		SPBC23E6.09.1:pep	1	SPBC23E6.09.1:pep	spom
both	both	OG0003094	fgraminearum::FGRAMPH1_01G01693	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316368.1	YGL093W	SPCC1020.02.1:pep	1	YGL093W	both
spom_only	spom_only	OG0003095	fgraminearum::FGRAMPH1_01G01737	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316390.1		SPCC18B5.08c.1:pep	1	SPCC18B5.08c.1:pep	spom
both	both	OG0003096	fgraminearum::FGRAMPH1_01G01749	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316395.1	YLR459W	SPAC1952.01.1:pep	1	YLR459W	both
both	both	OG0003097	fgraminearum::FGRAMPH1_01G01765	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316403.1	YJL091C	SPAC144.10c.1:pep	1	YJL091C	both
both	both	OG0003102	fgraminearum::FGRAMPH1_01G01853	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316440.1	YNL132W	SPAC20G8.09c.1:pep	1	YNL132W	both
spom_only	spom_only	OG0003104	fgraminearum::FGRAMPH1_01G01881	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316453.1		SPCC576.06c.1:pep	1	SPCC576.06c.1:pep	spom
spom_only	spom_only	OG0003107	fgraminearum::FGRAMPH1_01G01891	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316458.1		SPAC24C9.09.1:pep	1	SPAC24C9.09.1:pep	spom
both	both	OG0003109	fgraminearum::FGRAMPH1_01G01907	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316467.1	YFL017W-A	SPBC4B4.05.1:pep	1	YFL017W-A	both
both	both	OG0003111	fgraminearum::FGRAMPH1_01G25821	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	yes	Positive_High	lethal_plus_high_confidence_yeast_transfer	XP_011327681.1	YMR277W	SPAC19B12.05c.1:pep	1	YMR277W	both
spom_only	spom_only	OG0003113	fgraminearum::FGRAMPH1_01G25855	yes	fgsg_header_repo_local_mapping	inferred	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011327695.1		SPAC4H3.09.1:pep	1	SPAC4H3.09.1:pep	spom
both	both	OG0003116	fgraminearum::FGRAMPH1_01G02385	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316688.1	YGL073W	SPAC2E12.02.1:pep	1	YGL073W	both
both	both	OG0003118	fgraminearum::FGRAMPH1_01G02415	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316702.1	YPL175W	SPBC3D6.07.1:pep	1	YPL175W	both
both	both	OG0003119	fgraminearum::FGRAMPH1_01G02417	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316703.1	YNR038W	SPCC285.03.1:pep	1	YNR038W	both
spom_only	spom_only	OG0003122	fgraminearum::FGRAMPH1_01G02499	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316746.1		SPCC645.09.1:pep	1	SPCC645.09.1:pep	spom
both	both	OG0003123	fgraminearum::FGRAMPH1_01G02513	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316753.1	YMR227C	SPAC13F5.02c.1:pep	1	YMR227C	both
both	both	OG0003126	fgraminearum::FGRAMPH1_01G02527	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316759.1	YDR013W	SPBP23A10.09.1:pep	1	YDR013W	both
both	both	OG0003127	fgraminearum::FGRAMPH1_01G02529	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	medium	17	0.9444	1.0000	1.0	2	0.8889	high_occupancy_mostly_single_copy	yes	no	20	1	no	no	no	no	Excluded		XP_011316760.1	YAL003W	SPCC1450.04.1:pep	1	YAL003W	both
both	both	OG0003132	fgraminearum::FGRAMPH1_01G02577	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316782.1	YGL018C	SPAC144.08.1:pep	1	YGL018C	both
scer_only	scer_only	OG0003133	fgraminearum::FGRAMPH1_01G02587	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316787.1	YDL212W		1	YDL212W	scer
both	both	OG0003137	fgraminearum::FGRAMPH1_01G02617	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316802.1	YLR127C	SPBP23A10.04.1:pep	1	YLR127C	both
spom_only	spom_only	OG0003139	fgraminearum::FGRAMPH1_01G02643	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316814.1		SPBC32F12.01c.1:pep	1	SPBC32F12.01c.1:pep	spom
spom_only	spom_only	OG0003141	fgraminearum::FGRAMPH1_01G02659	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316822.1		SPAC6F6.08c.1:pep	1	SPAC6F6.08c.1:pep	spom
both	both	OG0003144	fgraminearum::FGRAMPH1_01G02725	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316853.1	YGR095C	SPBC115.01c.1:pep	1	YGR095C	both
both	both	OG0003146	fgraminearum::FGRAMPH1_01G02735	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316859.1	YPL011C	SPAC823.06.1:pep	1	YPL011C	both
both	both	OG0003147	fgraminearum::FGRAMPH1_01G02749	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316865.1	YOL010W	SPAC12G12.06c.1:pep	1	YOL010W	both
both	both	OG0003148	fgraminearum::FGRAMPH1_01G02753	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316867.1	YFL022C	SPAC3G9.06.1:pep	1	YFL022C	both
both	both	OG0003153	fgraminearum::FGRAMPH1_01G02783	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316883.1	YGR005C	SPBC1198.13c.1:pep	1	YGR005C	both
both	both	OG0003156	fgraminearum::FGRAMPH1_01G02799	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316891.1	YDR246W	SPBC3B9.12.1:pep	1	YDR246W	both
spom_only	spom_only	OG0003157	fgraminearum::FGRAMPH1_01G02801	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316892.1		SPBC337.14.1:pep	1	SPBC337.14.1:pep	spom
both	both	OG0003161	fgraminearum::FGRAMPH1_01G02813	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316898.1	YBR256C	SPCC1450.13c.1:pep	1	YBR256C	both
spom_only	spom_only	OG0003162	fgraminearum::FGRAMPH1_01G02827	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316905.1		SPAC823.07.1:pep	1	SPAC823.07.1:pep	spom
spom_only	spom_only	OG0003165	fgraminearum::FGRAMPH1_01G02861	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316920.1		SPAC7D4.10.1:pep	1	SPAC7D4.10.1:pep	spom
both	both	OG0003167	fgraminearum::FGRAMPH1_01G02879	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316928.1	YBL041W	SPAC22F8.06.1:pep	1	YBL041W	both
spom_only	spom_only	OG0003168	fgraminearum::FGRAMPH1_01G02881	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316929.1		SPBC577.06c.1:pep	1	SPBC577.06c.1:pep	spom
spom_only	spom_only	OG0003169	fgraminearum::FGRAMPH1_01G02889	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011316933.1		SPBC409.13.1:pep	1	SPBC409.13.1:pep	spom
both	both	OG0003172	fgraminearum::FGRAMPH1_01G18899	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324444.1	YBR196C	SPBC1604.05.1:pep	1	YBR196C	both
both	both	OG0003173	fgraminearum::FGRAMPH1_01G18901	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324445.1	YGL137W	SPBC16C6.13c.1:pep	1	YGL137W	both
both	both	OG0003174	fgraminearum::FGRAMPH1_01G18923	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324455.1	YGR267C	SPAC17A5.13.1:pep	1	YGR267C	both
spom_only	spom_only	OG0003176	fgraminearum::FGRAMPH1_01G18947	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324467.1		SPBC337.13c.1:pep	1	SPBC337.13c.1:pep	spom
both	both	OG0003177	fgraminearum::FGRAMPH1_01G18959	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011324473.1	YNL181W	SPAC19A8.06.1:pep	1	YNL181W	both
spom_only	spom_only	OG0003178	fgraminearum::FGRAMPH1_01G20289	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325696.1		SPAC29E6.03c.1:pep	1	SPAC29E6.03c.1:pep	spom
both	both	OG0003179	fgraminearum::FGRAMPH1_01G20299	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325690.1	YBL076C	SPBC8D2.06.1:pep	1	YBL076C	both
both	both	OG0003180	fgraminearum::FGRAMPH1_01G20303	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325689.1	YKL189W	SPAC1834.06c.1:pep	1	YKL189W	both
both	both	OG0003181	fgraminearum::FGRAMPH1_01G20321	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325680.1	YJL031C	SPCC1620.05.1:pep	1	YJL031C	both
spom_only	spom_only	OG0003182	fgraminearum::FGRAMPH1_01G20327	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325677.1		SPAC56F8.04c.1:pep	1	SPAC56F8.04c.1:pep	spom
spom_only	spom_only	OG0003183	fgraminearum::FGRAMPH1_01G20335	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325672.1		SPAC4G9.03.1:pep	1	SPAC4G9.03.1:pep	spom
both	both	OG0003184	fgraminearum::FGRAMPH1_01G20337	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325671.1	YOR261C	SPCC1682.10.1:pep	1	YOR261C	both
both	both	OG0003185	fgraminearum::FGRAMPH1_01G20341	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325669.1	YDR044W	SPAC222.11.1:pep	1	YDR044W	both
spom_only	spom_only	OG0003188	fgraminearum::FGRAMPH1_01G20351	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325665.1		SPAC19A8.15.1:pep	1	SPAC19A8.15.1:pep	spom
spom_only	spom_only	OG0003189	fgraminearum::FGRAMPH1_01G20353	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325664.1		SPBC14C8.10.1:pep	1	SPBC14C8.10.1:pep	spom
both	both	OG0003191	fgraminearum::FGRAMPH1_01G20425	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325634.1	YDR394W	SPCC576.10c.1:pep	1	YDR394W	both
both	both	OG0003192	fgraminearum::FGRAMPH1_01G20447	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325623.1	YMR079W	SPAC3H8.10.1:pep	1	YMR079W	both
both	both	OG0003195	fgraminearum::FGRAMPH1_01G20479	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	no	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325610.1	YDR208W	SPAC19G12.14.1:pep	1	YDR208W	both
both	both	OG0003197	fgraminearum::FGRAMPH1_01G20485	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	high	18	1.0000	1.0000	1.0	1	1.0000	exact_single_copy_core	yes	yes	20	1	yes	yes	yes	no	Positive_High	high_confidence_yeast_transfer_positive	XP_011325607.1	YLR115W	SPBC1709.15c.1:pep	1	YLR115W	both
