Gene,Cytoplasm,Cell membrane,Mitochondrion,Endoplasmic reticulum,Vacuole,Secreted,Nucleus,Peroxisome,Golgi,Endosome,Multi-pass membrane,Cytoskeleton
FGRAMPH1_01G24457,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24459,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G24461,0,1,0,0,1,1,1,0,0,0,0,0
FGRAMPH1_01G24463,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24465,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24467,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24469,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24471,1,0,0,1,1,1,1,0,0,0,0,0
FGRAMPH1_01G24473,0,1,1,1,0,0,0,1,0,0,1,0
FGRAMPH1_01G24475,0,0,1,1,0,1,0,1,0,0,0,0
FGRAMPH1_01G24477,0,0,1,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G24479,1,0,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G24481,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24483,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24485,1,0,0,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G24487,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24489,0,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24491,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24493,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24495,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24497,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24499,1,0,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24501,0,0,1,1,0,1,0,1,0,0,0,0
FGRAMPH1_01G24503,0,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G24505,0,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24507,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24509,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24511,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24513,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24515,0,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24517,0,0,1,1,1,1,0,0,0,0,1,0
FGRAMPH1_01G24519,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24521,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24523,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24525,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24527,0,0,1,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G24529,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24531,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24533,0,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G24535,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24537,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24539,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24541,0,0,1,0,0,0,0,1,0,1,1,0
FGRAMPH1_01G24543,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24545,0,1,0,0,1,1,0,1,0,0,0,0
FGRAMPH1_01G24547,0,1,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24549,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24551,1,1,1,0,0,0,1,0,0,0,0,1
FGRAMPH1_01G24553,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24555,1,0,0,1,1,0,1,0,0,0,0,0
FGRAMPH1_01G24557,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G24559,1,0,0,0,1,1,1,0,0,0,0,0
FGRAMPH1_01G24561,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24563,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24565,0,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24567,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24569,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24571,1,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G24573,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24575,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24577,0,1,1,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G24579,0,0,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G24581,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24583,1,0,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G24585,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24587,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24589,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24591,0,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G24593,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24595,0,1,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G24597,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24599,1,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24601,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24603,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24605,0,0,1,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G24607,1,0,0,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G24609,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24611,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24613,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24615,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24617,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24619,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24621,1,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24623,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24625,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24627,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24629,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24631,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24633,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24635,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24637,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24639,1,1,1,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G24641,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24643,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24645,1,1,0,0,1,0,0,0,1,0,0,0
FGRAMPH1_01G24647,0,1,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24649,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24651,0,1,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24653,1,0,1,1,0,0,1,1,1,0,0,0
FGRAMPH1_01G24655,1,1,0,1,0,1,1,0,0,0,0,0
FGRAMPH1_01G24657,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24659,0,0,0,1,0,0,0,0,0,1,0,0
FGRAMPH1_01G24661,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24663,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24665,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24667,1,0,1,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G24669,1,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G24671,0,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24673,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24675,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24677,0,0,1,1,1,0,1,0,0,0,0,0
FGRAMPH1_01G24679,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G24681,1,0,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G24683,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24685,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G24687,1,1,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G24689,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24691,1,0,0,0,1,0,0,1,0,1,0,0
FGRAMPH1_01G24693,1,1,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G24695,1,0,0,1,1,0,0,1,1,1,0,0
FGRAMPH1_01G24697,0,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G24699,0,1,1,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G24701,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24703,1,0,0,0,0,1,0,1,0,1,0,0
FGRAMPH1_01G24705,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24707,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24709,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24711,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24713,0,0,1,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G24715,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24717,0,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24719,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24721,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24723,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24725,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24727,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24729,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24731,1,0,0,1,0,1,1,0,0,0,0,0
FGRAMPH1_01G24733,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24735,0,0,1,0,1,0,0,0,1,0,0,0
FGRAMPH1_01G24737,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24739,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G24741,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24743,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24745,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24747,1,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24749,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24751,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24753,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24755,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24757,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24759,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24761,0,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24763,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24765,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24767,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24769,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24771,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24773,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G24775,0,1,0,1,0,1,0,1,1,0,1,0
FGRAMPH1_01G24777,0,0,0,0,1,0,0,0,0,1,0,0
FGRAMPH1_01G24779,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24781,1,0,1,1,1,0,1,1,0,0,0,0
FGRAMPH1_01G24783,1,0,1,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G24785,0,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24787,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24789,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24791,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24793,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24795,1,0,0,1,0,1,1,1,0,0,0,1
FGRAMPH1_01G24797,1,1,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G24799,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24801,0,1,1,0,1,0,1,1,0,0,0,0
FGRAMPH1_01G24803,0,1,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24805,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24807,0,1,1,1,0,1,0,0,1,0,0,0
FGRAMPH1_01G24809,1,0,0,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G24811,1,0,1,0,1,0,0,0,0,1,0,0
FGRAMPH1_01G24813,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24815,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24817,0,1,0,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G24819,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G24821,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24823,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24825,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24827,1,0,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G24829,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G24831,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24833,1,0,0,0,0,0,0,0,0,0,0,1
FGRAMPH1_01G24835,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24837,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24839,0,1,0,1,0,0,0,0,0,1,0,0
FGRAMPH1_01G24841,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24843,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24845,0,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G24847,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24849,0,0,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G24851,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24853,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G24855,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G24857,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24859,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24861,1,0,0,1,1,0,1,1,1,0,1,0
FGRAMPH1_01G24863,0,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24865,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24867,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24869,0,0,1,0,0,1,0,0,0,1,0,0
FGRAMPH1_01G24871,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24873,0,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24875,1,0,1,0,0,0,0,1,1,0,0,0
FGRAMPH1_01G24877,0,1,0,0,1,1,0,0,1,0,0,0
FGRAMPH1_01G24879,1,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24881,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24883,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24885,0,1,0,1,0,0,0,0,0,1,1,0
FGRAMPH1_01G24887,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24889,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G24891,1,1,0,0,0,0,0,0,0,1,1,0
FGRAMPH1_01G24893,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G24895,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24897,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24899,0,1,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G24901,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24903,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24905,0,1,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G24907,1,0,1,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G24909,0,1,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G24911,0,0,0,1,0,0,0,1,1,0,0,0
FGRAMPH1_01G24913,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24915,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24917,1,1,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G24919,0,1,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G24921,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24923,1,1,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G24925,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24927,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24929,0,1,0,1,0,1,0,0,1,0,0,0
FGRAMPH1_01G24931,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24933,0,1,1,1,0,1,0,0,1,0,0,0
FGRAMPH1_01G24935,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24937,0,1,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G24939,0,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24941,1,0,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G24943,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24945,1,1,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G24947,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24949,1,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G24951,0,1,0,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G24953,0,1,1,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G24955,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24957,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24959,0,1,1,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G24961,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G24963,1,0,1,1,1,0,1,1,0,0,0,0
FGRAMPH1_01G24965,0,1,0,1,1,1,0,0,1,0,1,0
FGRAMPH1_01G24967,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24969,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24971,1,1,1,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G24973,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24975,1,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G24977,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24979,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G24981,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24983,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24985,1,0,0,0,0,0,0,1,0,1,0,0
FGRAMPH1_01G24987,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24989,0,1,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24991,0,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G24993,1,0,0,0,0,0,0,1,1,0,0,0
FGRAMPH1_01G24995,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G24997,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G24999,1,1,1,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G25001,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25003,0,1,0,0,1,0,0,0,1,0,1,0
FGRAMPH1_01G25005,0,0,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G25007,1,0,0,1,1,0,1,0,0,0,0,0
FGRAMPH1_01G25009,0,0,1,0,0,0,0,0,1,1,0,0
FGRAMPH1_01G25011,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G25013,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25015,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25017,1,0,0,0,1,1,1,0,1,0,0,1
FGRAMPH1_01G25019,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25021,0,1,1,1,1,1,0,1,0,0,0,0
FGRAMPH1_01G25023,1,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25025,0,1,0,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G25027,0,0,1,1,0,1,0,1,0,0,0,0
FGRAMPH1_01G25029,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G25031,0,1,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G25033,1,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G25035,1,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G25037,0,0,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G25039,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G25041,1,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G25043,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25045,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25047,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G25049,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25051,1,0,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G25053,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G25055,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G25057,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G25059,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25061,0,1,1,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G25063,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G25065,0,0,1,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G25067,1,0,0,0,1,1,0,1,0,1,0,0
FGRAMPH1_01G25069,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25071,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25073,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25075,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G25077,0,1,0,1,0,0,0,1,0,0,1,0
FGRAMPH1_01G25079,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G25081,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G25083,0,0,0,0,1,0,1,1,1,0,0,0
FGRAMPH1_01G25085,0,1,0,1,1,1,0,1,0,0,1,0
FGRAMPH1_01G25087,1,1,1,0,0,0,0,0,0,0,1,0
FGRAMPH1_01G25089,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25091,1,0,1,1,0,0,0,0,0,1,0,0
FGRAMPH1_01G25093,1,1,1,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G25095,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25097,0,1,1,1,1,1,0,0,0,1,0,0
FGRAMPH1_01G25099,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G25101,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G25103,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G25105,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25107,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G25109,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25111,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25113,0,0,1,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G25115,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G25117,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25119,0,0,1,0,1,0,0,1,1,0,0,0
FGRAMPH1_01G25121,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G25123,0,1,1,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G25125,1,1,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G25127,0,1,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G25129,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25131,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G25133,0,0,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G25135,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G25137,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25139,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25141,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25143,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G25145,0,1,1,1,0,0,0,0,1,0,1,0
FGRAMPH1_01G25147,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25149,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G25151,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25153,1,0,0,1,0,1,1,0,0,0,0,0
FGRAMPH1_01G25155,0,1,1,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G25157,0,1,1,0,0,1,0,0,0,0,1,0
FGRAMPH1_01G25159,0,1,0,0,0,0,0,1,0,1,0,0
FGRAMPH1_01G25161,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25163,1,0,0,1,0,0,0,0,0,1,0,0
FGRAMPH1_01G25165,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25167,1,0,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G25169,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G25171,0,1,1,0,0,0,0,1,0,0,1,0
FGRAMPH1_01G25173,0,1,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G25175,0,1,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G25177,0,0,0,0,0,0,0,1,0,0,1,0
FGRAMPH1_01G25179,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G25181,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25183,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G25185,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G25187,0,0,0,0,0,0,0,0,0,0,0,0
